31; 414 673; 389 663; 379 689; 364 683; 361 691; 385 701; 395 675; 411 681
32; 186 704; 181 677; 208 672; 204 657; 214 655; 218 681; 192 686; 196 702
33; 104 665; 80 668; 78 643; 62 644; 61 635; 86 632; 88 657; 103 656
34; 55 632; 38 652; 19 635; 8 648; 0 642; 18 622; 37 639; 47 626
35; 321 608; 303 627; 323 644; 312 657; 319 663; 337 643; 317 626; 328 614
36; 1020 624; 1009 615; 1016 604; 1009 598; 1012 595; 1024 603; 1016 615; 1023 620
37; 468 657; 457 630; 484 620; 478 604; 487 600; 496 626; 470 636; 477 653
38; 459 630; 434 623; 440 598; 425 593; 427 585; 452 591; 446 616; 460 620
39; 201 636; 194 611; 169 617; 164 601; 156 604; 162 629; 187 623; 192 639
40; 209 599; 193 582; 211 567; 201 557; 207 552; 223 568; 205 583; 215 594
41; 170 568; 170 598; 200 598; 200 617; 211 617; 211 587; 181 587; 179 568
42; 892 561; 874 541; 855 558; 846 545; 837 551; 854 571; 873 554; 883 567
43; 688 546; 685 571; 710 575; 706 591; 716 593; 720 567; 694 562; 698 548
44; 692 588; 670 582; 675 560; 662 556; 664 549; 686 554; 681 576; 693 580
45; 456 535; 445 558; 468 569; 461 584; 470 588; 482 564; 457 553; 465 539
46; 465 517; 439 515; 437 541; 422 539; 420 549; 445 551; 447 525; 463 527
47; 983 558; 976 533; 951 539; 947 524; 938 526; 944 551; 969 545; 973 560
48; 930 511; 912 530; 932 547; 921 560; 928 566; 946 546; 926 529; 937 517
49; 227 492; 209 510; 229 527; 218 539; 225 545; 243 525; 223 509; 233 498
50; 330 494; 326 519; 350 523; 347 538; 356 541; 361 515; 335 511; 339 497
51; 717 482; 703 504; 682 489; 673 502; 665 498; 681 476; 702 491; 710 478
52; 206 506; 181 506; 181 482; 165 482; 165 473; 190 472; 190 497; 206 497
53; 64 459; 54 482; 76 493; 69 508; 77 512; 89 488; 66 477; 73 463
54; 912 501; 888 505; 884 481; 870 484; 867 475; 892 471; 896 495; 909 492
55; 930 465; 908 454; 898 476; 884 469; 881 477; 902 488; 912 466; 927 473
56; 95 448; 86 472; 111 482; 104 498; 113 501; 123 476; 97 466; 103 451
57; 156 451; 144 429; 120 439; 114 424; 105 429; 116 451; 140 441; 146 456
58; 393 420; 368 423; 370 448; 355 449; 356 458; 380 455; 378 431; 394 429
59; 17 410; 17 423; 3 422; 3 431; -1 430; 0 417; 12 418; 13 409
60; 456 415; 434 426; 423 403; 408 410; 404 402; 428 390; 439 413; 453 406
61; 39 389; 31 412; 54 421; 48 436; 57 440; 66 416; 42 406; 47 393
62; 948 419; 924 417; 926 391; 910 390; 911 381; 936 383; 934 409; 949 410
63; 716 465; 696 447; 679 467; 667 456; 661 463; 680 481; 697 461; 710 472
64; 675 430; 658 410; 677 394; 667 383; 673 377; 691 396; 671 411; 681 424
65; 710 445; 692 425; 673 442; 663 429; 655 435; 672 455; 691 438; 702 452
66; 649 427; 636 439; 624 425; 614 433; 610 427; 624 415; 636 429; 645 421
67; 651 394; 630 416; 653 435; 641 451; 649 457; 670 434; 647 414; 659 401
68; 999 358; 997 389; 967 386; 965 405; 954 404; 957 373; 988 376; 989 356
69; 629 353; 612 371; 631 386; 621 398; 627 404; 644 385; 625 370; 635 359
70; 177 349; 152 352; 154 376; 139 378; 141 387; 164 384; 162 360; 178 358
71; 429 346; 413 365; 394 349; 384 362; 376 356; 393 337; 412 353; 421 340
72; 363 344; 345 361; 330 342; 317 352; 312 346; 331 329; 346 348; 358 338
73; 795 330; 770 332; 772 358; 757 359; 758 368; 782 366; 780 340; 796 339
74; 807 325; 797 347; 819 358; 812 373; 820 376; 832 353; 809 342; 816 328
75; 848 313; 837 336; 860 347; 853 362; 862 366; 874 342; 850 331; 857 317
76; 88 363; 76 339; 99 328; 92 314; 101 310; 111 333; 89 344; 96 359
77; 463 300; 463 325; 489 325; 489 341; 498 341; 498 316; 472 316; 471 300
78; 888 291; 877 314; 900 325; 893 340; 902 344; 914 320; 889 309; 897 295
79; 383 297; 357 295; 355 321; 339 319; 338 329; 363 331; 365 305; 382 307
80; 437 301; 417 283; 400 303; 388 292; 382 299; 401 317; 418 297; 431 308
81; 298 265; 294 289; 318 293; 315 308; 324 310; 329 285; 304 281; 307 267
82; 809 320; 799 295; 825 285; 819 271; 827 267; 836 291; 811 301; 818 316
83; 1011 303; 986 303; 986 277; 970 277; 970 268; 995 267; 995 294; 1011 294
84; 648 274; 629 292; 612 272; 599 283; 593 276; 613 258; 630 278; 642 267
85; 634 271; 632 244; 605 247; 604 230; 595 231; 596 258; 623 255; 624 272
86; 632 225; 631 251; 657 253; 656 271; 665 272; 668 245; 641 242; 642 226
87; 118 196; 90 196; 90 223; 73 223; 73 232; 100 233; 100 206; 118 206
88; 977 189; 976 216; 949 213; 948 230; 938 229; 940 202; 967 205; 968 188
89; 342 174; 332 196; 308 186; 302 201; 293 196; 305 174; 328 184; 334 169
90; 272 188; 255 168; 236 185; 227 172; 219 178; 235 198; 254 181; 264 194
91; 467 217; 462 191; 488 186; 484 172; 494 170; 497 195; 472 199; 476 215
92; 637 169; 627 191; 603 181; 597 196; 588 191; 600 169; 623 179; 629 164
93; 370 208; 346 198; 354 174; 339 168; 342 159; 366 168; 358 192; 373 198
94; 1028 163; 1014 159; 1017 145; 1009 143; 1010 138; 1024 141; 1021 155; 1028 158
95; 843 123; 832 146; 855 157; 848 173; 857 176; 869 152; 844 141; 852 126
96; 629 132; 612 113; 593 129; 584 116; 576 122; 592 141; 611 125; 621 138
97; 362 145; 355 120; 331 126; 327 111; 319 113; 324 138; 349 132; 353 147
98; 187 111; 176 134; 199 145; 192 161; 201 164; 213 140; 188 129; 196 114
99; 438 153; 412 145; 418 120; 402 115; 404 106; 430 112; 424 138; 439 143
100; 437 89; 426 112; 449 123; 442 139; 451 142; 463 118; 438 107; 446 92
101; 35 76; 34 102; 8 100; 7 117; -1 115; 0 89; 26 92; 27 75
102; 180 42; 177 67; 202 71; 198 87; 208 89; 212 63; 186 58; 190 44
103; 501 36; 476 43; 482 68; 467 73; 469 83; 494 75; 488 50; 504 45
104; 902 4; 891 28; 915 39; 907 56; 916 59; 928 34; 903 23; 911 7
105; 948 0; 927 -4; 923 16; 911 13; 909 21; 929 25; 933 4; 946 7
106; 842 -1; 831 21; 854 32; 847 48; 856 51; 868 27; 843 16; 851 1
107; 604 -3; 603 21; 627 23; 626 39; 636 41; 638 15; 612 13; 614 -1
108; 614 30; 600 48; 583 33; 574 45; 567 40; 582 22; 599 37; 607 25
109; 569 75; 544 53; 564 30; 548 17; 555 8; 580 28; 560 52; 576 65
110; 527 -6; 527 11; 545 11; 545 22; 552 22; 552 4; 534 4; 533 -6
111; 382 11; 368 0; 357 13; 349 6; 345 11; 358 23; 369 9; 378 16
