87; 418 196; 449 185; 466 234; 436 245
88; 827 202; 864 202; 864 248; 827 248
89; 261 207; 304 207; 304 240; 261 240
90; 673 234; 695 201; 726 223; 703 255
91; 667 230; 667 177; 697 177; 697 230
92; 18 226; 54 196; 82 228; 46 258
93; 76 209; 124 209; 124 239; 76 239
94; 216 215; 263 212; 266 246; 219 249
95; 867 215; 920 215; 920 264; 867 264
96; 792 214; 825 214; 825 260; 792 260
97; 153 259; 181 223; 214 248; 186 284
98; 471 223; 502 219; 507 262; 477 266
99; 506 226; 542 226; 542 270; 506 270
100; 374 239; 397 216; 435 256; 412 278
101; 744 287; 760 240; 792 250; 776 298
102; 713 254; 715 209; 762 211; 760 256
103; 710 281; 727 232; 763 244; 747 293
104; 583 267; 615 236; 635 257; 602 288
105; 102 272; 112 233; 160 246; 150 285
106; 639 263; 688 258; 691 285; 642 289
107; 645 235; 691 231; 695 265; 649 269
108; 905 244; 954 231; 965 277; 916 289
109; 429 287; 442 231; 484 240; 472 296
110; 535 267; 573 236; 604 274; 566 305
111; 18 268; 53 248; 81 295; 46 315
112; 270 265; 321 262; 322 294; 271 297
113; 305 280; 353 247; 367 268; 319 301
114; 175 294; 203 252; 238 275; 210 317
115; 956 294; 969 257; 1029 278; 1016 315
116; 229 267; 266 267; 266 315; 229 315
117; 65 303; 70 267; 122 275; 117 310
118; 830 280; 853 254; 894 291; 872 316
119; 327 320; 329 285; 372 288; 370 323
120; 710 315; 724 280; 766 296; 752 331
121; 102 344; 128 305; 159 325; 133 364
122; 119 300; 136 272; 183 301; 166 328
123; 643 326; 643 291; 672 291; 672 326
124; 668 330; 674 285; 707 290; 701 335
125; 5 330; 13 281; 44 286; 37 335
126; -3 313; -3 224; 22 224; 22 313
127; 455 345; 464 297; 495 302; 487 350
128; 501 299; 545 299; 545 332; 501 332
129; 567 336; 582 314; 623 340; 609 363
130; 585 304; 612 282; 646 324; 619 346
131; 412 355; 412 309; 444 309; 444 355
132; 404 314; 404 275; 449 275; 449 314
133; 163 339; 167 298; 210 302; 207 343
134; 277 308; 317 308; 317 340; 277 340
135; 893 354; 897 306; 933 309; 928 357
136; 34 303; 68 303; 68 362; 34 362
137; 841 307; 885 307; 885 351; 841 351
138; 686 354; 702 307; 737 319; 721 366
139; 68 315; 108 315; 108 359; 68 359
140; 340 348; 354 317; 396 336; 383 367
141; 232 322; 264 315; 274 363; 242 370
142; 724 369; 735 324; 781 335; 769 380
143; -1 337; 26 337; 26 370; -1 370
144; 922 342; 985 332; 991 371; 927 380
145; 601 384; 611 326; 656 334; 645 392
146; 283 377; 287 344; 330 349; 326 383
147; 491 422; 506 379; 540 391; 526 434
148; 485 382; 488 344; 533 348; 529 386
149; 136 364; 152 332; 204 359; 188 391
150; 807 374; 842 345; 866 374; 831 403
151; 795 409; 803 380; 846 392; 838 421
152; 773 333; 803 306; 843 350; 813 377
153; 312 388; 344 343; 382 371; 350 416
154; 648 374; 661 338; 704 354; 691 390
155; 394 356; 436 356; 436 391; 394 391
156; 851 378; 870 346; 911 370; 891 402
157; 195 365; 225 343; 254 384; 223 405
158; 73 376; 136 360; 145 393; 81 409
159; 959 389; 991 362; 1017 393; 985 420
160; 248 419; 273 357; 308 372; 283 433
161; 701 378; 747 378; 747 409; 701 409
162; 750 379; 798 379; 798 415; 750 415
163; 675 438; 704 410; 740 449; 710 477
164; 640 413; 664 380; 705 409; 681 442
165; 40 404; 56 384; 79 402; 63 422
166; 293 423; 295 390; 341 392; 339 425
167; 526 409; 544 372; 594 395; 576 433
168; 135 428; 138 380; 176 383; 173 431
169; 586 422; 589 391; 632 396; 629 427
170; 170 434; 173 387; 211 389; 208 436
171; 430 434; 442 389; 478 399; 466 443
172; 205 407; 234 391; 260 439; 232 455
173; 843 415; 867 384; 906 414; 882 445
174; 908 429; 923 381; 953 391; 938 439
175; 343 412; 376 395; 401 442; 367 460
176; 540 443; 541 422; 572 424; 571 445
177; 604 447; 637 404; 670 430; 636 473
178; 389 474; 395 416; 434 420; 429 478
179; 455 464; 469 413; 504 423; 490 473
180; 998 468; 998 387; 1027 387; 1027 468
181; 775 433; 803 410; 835 450; 807 473
182; 308 424; 351 424; 351 468; 308 468
183; 823 451; 844 420; 890 452; 868 483
184; 940 451; 960 422; 1002 452; 982 480
185; 89 430; 117 412; 144 456; 116 473
186; 536 442; 570 442; 570 473; 536 473
187; 11 461; 35 435; 64 461; 40 487
188; -5 467; -5 414; 32 414; 32 467
189; 479 477; 505 428; 540 447; 515 496
190; 172 478; 192 435; 222 449; 201 492
191; 639 448; 696 442; 701 492; 644 497
192; 228 448; 277 438; 284 475; 235 484
193; 572 445; 608 432; 626 480; 590 494
194; 779 454; 822 454; 822 492; 779 492
195; 331 486; 349 441; 415 468; 397 513
196; 45 478; 68 451; 111 488; 87 515
197; 710 465; 759 458; 764 493; 716 501
198; 411 477; 441 447; 467 473; 437 503
199; 542 498; 572 458; 600 479; 570 519
200; 863 503; 908 503; 908 544; 863 544
201; 856 468; 898 468; 898 503; 856 503
202; 310 471; 340 471; 340 517; 310 517
203; 248 482; 306 456; 323 494; 265 520
204; 1002 576; 1002 484; 1026 484; 1026 576
205; 962 521; 962 476; 1003 476; 1003 521
206; 739 507; 773 474; 800 501; 766 534
207; 591 511; 617 469; 644 486; 618 528
208; 199 496; 219 471; 256 501; 236 526
209; 444 502; 487 475; 504 500; 461 528
210; 800 522; 821 478; 855 494; 834 538
211; -4 475; 26 475; 26 525; -4 525
212; 130 558; 150 515; 182 530; 163 573
213; 146 507; 175 471; 217 505; 187 541
214; 915 505; 941 505; 941 527; 915 527
215; 26 536; 42 490; 76 501; 60 547
216; 337 513; 367 491; 398 532; 367 555
217; 508 500; 540 500; 540 528; 508 528
218; 387 522; 409 491; 431 506; 410 538
219; 628 537; 652 490; 680 504; 656 551
220; 688 516; 742 495; 755 527; 700 548
221; 262 513; 298 502; 311 550; 276 560
222; 88 516; 132 516; 132 546; 88 546
223; 543 536; 556 506; 599 525; 585 556
224; 461 533; 501 519; 511 548; 470 562
225; 216 534; 261 522; 272 563; 226 575
226; 932 560; 944 512; 984 522; 972 570
227; 307 522; 353 517; 358 565; 312 570
228; 179 536; 211 527; 224 573; 192 582
229; 635 561; 688 516; 713 544; 659 590
230; 770 564; 783 517; 813 526; 800 572
231; 581 551; 614 517; 649 552; 616 586
232; 717 541; 762 536; 765 567; 721 572
233; 828 549; 852 522; 886 552; 863 579
234; 415 575; 451 534; 477 556; 441 598
235; 419 551; 429 501; 457 507; 446 557
236; 473 571; 543 520; 572 559; 502 610
237; 7 582; 29 539; 62 556; 40 598
238; 273 557; 314 557; 314 595; 273 595
239; 83 591; 95 545; 151 559; 140 605
240; 59 559; 97 559; 97 590; 59 590
241; 547 559; 581 559; 581 593; 547 593
242; 797 583; 813 553; 853 573; 838 604
243; 894 570; 935 570; 935 601; 894 601
244; 952 581; 975 555; 1014 588; 991 614
245; 216 600; 231 563; 284 585; 269 622
246; 245 572; 255 555; 280 571; 269 587
247; 771 612; 787 577; 827 594; 810 630
248; 738 599; 772 565; 796 590; 762 624
249; 339 569; 374 562; 383 611; 349 618
250; 168 585; 218 585; 218 616; 168 616
251; 707 623; 709 579; 748 581; 745 625
252; 312 585; 343 580; 350 618; 318 623
253; 640 588; 702 574; 713 623; 651 636
254; 848 588; 889 588; 889 630; 848 630
255; 501 595; 546 595; 546 630; 501 630
256; 277 595; 320 595; 320 631; 277 631
257; 415 622; 455 576; 495 611; 455 658
258; 558 579; 604 577; 606 617; 559 619
259; 578 612; 610 589; 641 633; 609 655
260; 607 598; 629 582; 654 617; 632 633
261; 621 581; 658 562; 670 584; 632 603
262; 358 657; 377 603; 409 615; 390 668
263; 378 575; 410 563; 430 617; 399 629
264; 124 604; 158 592; 175 642; 141 654
265; 10 653; 33 600; 64 614; 42 666
266; 799 628; 837 603; 868 652; 830 676
267; 332 618; 359 618; 359 659; 332 659
268; 540 627; 570 605; 597 642; 567 664
269; 675 643; 694 612; 737 639; 718 670
270; 942 619; 988 619; 988 651; 942 651
271; 196 621; 238 621; 238 653; 196 653
272; 293 631; 328 628; 332 671; 297 674
273; 473 652; 477 621; 523 627; 519 658
274; 97 625; 138 625; 138 684; 97 684
275; 866 680; 874 624; 917 631; 909 686
276; 785 635; 815 625; 831 671; 800 681
277; 1004 709; 1004 591; 1027 591; 1027 709
278; 984 674; 1007 583; 1023 588; 1000 679
279; 519 659; 545 635; 577 671; 551 694
280; 579 673; 624 628; 652 656; 607 701
281; 246 630; 286 620; 300 674; 260 684
282; 406 665; 424 628; 472 651; 455 688
283; 630 673; 634 632; 669 636; 665 677
284; 709 675; 746 612; 779 631; 742 694
285; 193 716; 194 684; 219 686; 218 717
286; 148 689; 148 645; 212 645; 212 689
287; 749 682; 754 657; 805 669; 799 694
288; 73 702; 75 659; 107 661; 105 703
289; -9 648; 45 648; 45 700; -9 700
290; 382 672; 419 672; 419 708; 382 708
291; 216 664; 264 664; 264 694; 216 694
292; 457 667; 491 659; 500 698; 467 706
293; 324 673; 371 658; 381 690; 334 705
294; 664 684; 683 652; 724 677; 704 709
295; 815 676; 841 676; 841 696; 815 696
296; 263 698; 291 661; 337 695; 308 732
297; 115 719; 123 675; 153 681; 145 725
298; 830 694; 859 670; 891 707; 862 732
299; 429 685; 460 681; 466 728; 434 731
300; 817 695; 844 695; 844 717; 817 717
301; 544 716; 566 684; 606 711; 585 743
302; 596 722; 633 673; 664 697; 628 745
303; 228 732; 230 701; 272 704; 270 735
304; 331 737; 350 699; 380 714; 361 752
305; 138 728; 158 686; 191 703; 171 744
306; 740 694; 791 694; 791 737; 740 737
307; 41 681; 80 677; 88 752; 48 756
308; 984 758; 984 723; 1027 723; 1027 758
309; 955 720; 1001 688; 1017 711; 971 743
310; 941 679; 965 669; 984 712; 960 722
311; 472 701; 531 701; 531 743; 472 743
312; 876 748; 876 706; 916 706; 916 748
313; 889 710; 892 675; 930 678; 928 712
314; 824 758; 843 711; 871 722; 853 770
315; 928 749; 931 719; 973 724; 970 754
316; 376 745; 384 715; 428 726; 421 756
317; 675 727; 726 711; 741 758; 690 774
318; 669 704; 720 688; 728 714; 677 730
319; -2 726; 32 707; 53 745; 19 764
320; 636 711; 675 711; 675 756; 636 756
321; 274 728; 317 728; 317 761; 274 761
322; 526 760; 550 717; 577 732; 554 775
323; 445 761; 458 729; 504 748; 491 779
324; 114 768; 118 736; 160 742; 155 774
325; 770 770; 789 723; 821 736; 801 783
326; 645 784; 666 742; 699 758; 678 800
327; 860 773; 869 744; 916 759; 906 789
328; 591 780; 628 743; 653 769; 616 805
329; 574 772; 578 731; 616 734; 612 776
330; 157 787; 173 743; 204 754; 187 798
331; 233 745; 268 745; 268 790; 233 790
332; 937 753; 981 753; 981 793; 937 793
333; 312 750; 350 750; 350 793; 312 793
334; 377 818; 392 767; 425 776; 409 828
335; 345 788; 365 740; 399 754; 379 802
336; -12 762; 14 739; 59 790; 32 813
337; 808 797; 812 763; 862 769; 858 803
338; 54 779; 84 763; 109 808; 79 825
339; 488 775; 517 759; 538 798; 509 814
340; 270 814; 277 768; 312 774; 305 819
341; 434 794; 450 769; 490 795; 473 820
342; 989 757; 1028 757; 1028 810; 989 810
343; 677 800; 708 761; 734 782; 704 821
344; 540 773; 579 773; 579 827; 540 827
345; 739 767; 770 767; 770 823; 739 823
346; 562 809; 601 777; 622 801; 582 834
347; 193 819; 203 770; 239 777; 229 827
348; 223 825; 236 784; 269 794; 256 835
349; 116 819; 137 774; 173 791; 151 836
350; 862 816; 879 785; 921 808; 904 839
351; 624 815; 635 788; 677 806; 666 833
352; 943 793; 988 793; 988 832; 943 832
353; 775 830; 798 795; 826 813; 803 848
354; 758 810; 784 771; 809 788; 783 826
355; 702 807; 743 807; 743 850; 702 850
356; 307 825; 323 799; 363 824; 346 850
357; 470 832; 494 799; 529 825; 506 858
358; 403 854; 405 808; 450 810; 448 856
359; 141 850; 165 805; 197 821; 173 866
360; 518 854; 520 822; 569 825; 567 858
361; 811 849; 834 807; 866 825; 843 867
362; 264 872; 275 817; 306 823; 295 878
363; 198 864; 203 822; 246 828; 240 870
364; 53 856; 56 825; 106 829; 103 861
365; 24 856; 28 801; 64 804; 60 859
366; 847 873; 847 830; 893 830; 893 873
367; 354 834; 384 816; 411 861; 382 879
368; 622 867; 655 820; 681 838; 649 885
369; 933 859; 965 823; 1000 854; 967 890
370; 430 865; 449 823; 489 842; 470 883
371; 726 882; 748 835; 780 849; 758 897
372; 884 836; 922 836; 922 880; 884 880
373; 105 875; 113 838; 156 846; 148 884
374; 576 870; 603 824; 634 842; 606 888
375; 789 867; 823 849; 845 889; 810 907
376; 467 898; 473 855; 506 859; 500 903
377; 322 858; 363 854; 368 899; 327 903
378; -13 881; 33 858; 50 891; 4 914
379; 900 896; 905 861; 969 870; 964 905
380; 77 855; 116 855; 116 900; 77 900
381; 150 888; 186 852; 212 879; 176 915
382; 224 903; 226 869; 270 871; 269 905
383; 532 904; 559 859; 591 878; 565 923
384; 834 876; 881 876; 881 918; 834 918
385; 980 884; 1002 871; 1026 911; 1004 924
386; 1003 909; 1003 820; 1027 820; 1027 909
387; 988 834; 1004 813; 1018 823; 1002 844
388; 396 876; 427 861; 450 906; 419 922
389; 589 875; 632 875; 632 927; 589 927
390; 641 896; 672 874; 702 914; 670 937
391; 112 885; 157 885; 157 926; 112 926
392; 883 894; 936 894; 936 928; 883 928
393; 689 912; 724 893; 750 940; 715 959
394; 749 969; 749 932; 792 932; 792 969
395; 753 934; 753 896; 796 896; 796 934
396; 43 952; 53 920; 92 932; 82 964
397; 58 927; 68 888; 106 898; 96 937
398; 296 952; 310 896; 345 905; 331 961
399; 928 939; 933 904; 980 910; 975 945
400; 336 958; 339 910; 381 912; 379 960
401; 418 943; 423 912; 482 922; 477 953
402; 609 911; 651 911; 651 961; 609 961
403; 835 953; 838 916; 883 920; 880 956
404; 100 970; 117 916; 149 926; 133 980
405; 383 923; 427 923; 427 958; 383 958
406; -10 973; 8 918; 43 930; 25 984
407; 976 959; 979 924; 1034 929; 1031 964
408; 533 925; 563 925; 563 968; 533 968
409; 649 970; 652 924; 696 926; 694 973
410; 153 932; 189 932; 189 959; 153 959
411; 470 955; 488 926; 534 954; 515 984
412; 185 960; 230 935; 247 966; 201 991
413; 923 983; 924 943; 991 945; 990 985
414; 144 980; 145 958; 182 961; 180 982
415; 573 958; 620 950; 626 987; 579 995
416; 558 984; 559 933; 585 934; 583 984
417; 418 958; 458 958; 458 993; 418 993
418; 844 960; 880 960; 880 1004; 844 1004
419; 49 993; 83 951; 114 976; 80 1018
420; 311 966; 369 966; 369 1025; 311 1025
421; 714 1000; 747 1000; 747 1024; 714 1024
422; 700 972; 729 951; 761 994; 732 1015
423; 626 1004; 640 953; 675 963; 662 1013
424; 872 1002; 891 952; 926 965; 906 1015
425; 760 1018; 763 971; 790 973; 788 1020
426; 218 1009; 247 966; 281 988; 251 1032
427; 97 1015; 103 975; 175 987; 169 1027
428; 499 983; 523 958; 575 1006; 551 1031
429; 270 1021; 275 978; 311 982; 306 1025
430; 1 1025; 9 983; 44 990; 35 1032
431; 349 993; 435 993; 435 1026; 349 1026
432; 666 986; 716 986; 716 1026; 666 1026
433; 901 988; 964 988; 964 1028; 901 1028
434; 972 1028; 972 999; 1027 999; 1027 1028
435; 963 986; 999 970; 1011 997; 975 1013
